name,source,school,level,ritual,time,range,components,duration,description,save,save_type,attack,attack_type,Lists
Symbol,Player's Handbook,abjuration,7th-level,FALSE,1 minute,Touch,"V, S, M (mercury, phosphorus, and powdered diamond and opal with a total value of at least 1,000 gp, which the spell consumes)",Until dispelled or triggered,"when you cast this spell, you inscribe a harmful glyph either on a surface (such as a section of floor, a wall, or a table) or within an object that can be closed to conceal the glyph (such as a book, a scroll, or a treasure chest). if you choose a surface, the glyph can cover an area of the surface no larger than 10 feet in diameter. if you choose an object, that object must remain in its place; if the object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered. the glyph is nearly invisible, requiring an intelligence (investigation) check against your spell save dc to find it. you decide what triggers the glyph when you cast the spell. for glyphs inscribed on a surface, the most typical triggers include touching or stepping on the glyph, removing another object covering it, approaching within a certain distance of it, or manipulating the object that holds it. for glyphs inscribed within an object, the most common triggers are opening the object, approaching within a certain distance of it, or seeing or reading the glyph. you can further refine the trigger so the spell is activated only under certain circumstances or according to a creature's physical characteristics (such as height or weight), or physical kind (for example, the ward could be set to affect hags or shapechangers). you can also specify creatures that don't trigger the glyph, such as those who say a certain password. when you inscribe the glyph, choose one of the options below for its effect. once triggered, the glyph glows, filling a 60-foot-radius sphere with dim light for 10 minutes, after which time the spell ends. each creature in the sphere when the glyph activates is targeted by its effect, as is a creature that enters the sphere for the first time on a turn or ends its turn there.",FALSE,FALSE,FALSE,FALSE,"bard, cleric, druid (optional), wizard"
Teleport,Player's Handbook,conjuration,7th-level,FALSE,1 action,10 feet,V,Instantaneous,"this spell instantly transports you and up to eight willing creatures of your choice that you can see within range, or a single object that you can see within range, to a destination you select. if you target an object, it must be able to fit entirely inside a 10-foot cube, and it can’t be held or carried by an unwilling creature. the destination you choose must be known to you, and it must be on the same plane of existence as you. your familiarity with the destination determines whether you arrive there successfully. the dm rolls d100 and consults the table. ""permanent circle"" means a permanent teleportation circle whose sigil sequence you know. ""associated object"" means that you possess an object taken from the desired destination within the last six months, such as a book from a wizard's library, bed linen from a royal suite, or a chunk of marble from a lich's secret tomb. ""very familiar"" is a place you have been very often, a place you have carefully studied, or a place you can see when you cast the spell. ""seen casually"" is someplace you have seen more than once but with which you aren't very familiar. ""viewed once"" is a place you have seen once, possibly using magic. ""description"" is a place whose location and appearance you know through someone else's description, perhaps from a map. ""false destination"" is a place that doesn't exist. perhaps you tried to scry an enemy's sanctum but instead viewed an illusion, or you are attempting to teleport to a familiar location that no longer exists.",FALSE,FALSE,FALSE,FALSE,"bard, sorcerer, wizard"
Temple Of The Gods,Xanathar's Guide to Everything,conjuration,7th-level,FALSE,1 hour,120 feet,"V, S, M (a holy symbol worth at least 5 gp)",24 hours,"you cause a temple to shimmer into existence on ground you can see within range. the temple must fit within an unoccupied cube of space, up to 120 feet on each side. the temple remains until the spell ends. it is dedicated to whatever god, pantheon, or philosophy is represented by the holy symbol used in the casting. you make all decisions about the temple’s appearance. the interior is enclosed by a floor, walls, and a roof, with one door granting access to the interior and as many windows as you wish. only you and any creatures you designate when you cast the spell can open or close the door. the temple’s interior is an open space with an idol or altar at one end. you decide whether the temple is illuminated and whether that illumination is bright light or dim light. the smell of burning incense fills the air within, and the temperature is mild. the temple opposes types of creatures you choose when you cast this spell. choose one or more of the following: celestials, elementals, fey, fiends, or undead. if a creature of the chosen type attempts to enter the temple, that creature must make a charisma saving throw. on a failed save, it can’t enter the temple for 24 hours. even if the creature can enter the temple, the magic there hinders it; whenever it makes an attack roll, an ability check, or a saving throw inside the temple, it must roll a d4 and subtract the number rolled from the d20 roll. in addition, the sensors created by divination spells can’t appear inside the temple, and creatures within can’t be targeted by divination spells. finally, whenever any creature in the temple regains hit points from a spell of 1st level or higher, the creature regains additional hit points equal to your wisdom modifier (minimum 1 hit point). the temple is made from opaque magical force that extends into the ethereal plane, thus blocking ethereal travel into the temple’s interior. nothing can physically pass through the temple’s exterior. it can’t be dispelled by dispel magic, and antimagic field has no effect on it. a disintegrate spell destroys the temple instantly.
casting this spell on the same spot every day for a year makes this effect permanent.",TRUE,"['charisma', 'a']",FALSE,FALSE,cleric
Tether Essence,Explorer's Guide to Wildemount,necromancy,7th-level,FALSE,1 action,60 feet,"V, S, M (a spool of platinum cord worth at least 250 gp, which the spell consumes)","Concentration, up to 1 hour","two creatures you can see within range must make a constitution saving throw, with disadvantage if they are within 30 feet of each other. either creature can willingly fail the save. if either save succeeds, the spell has no effect. if both saves fail, the creatures are magically linked for the duration, regardless of the distance between them. when damage is dealt to one of them, the same damage is dealt to the other one. if hit points are restored to one of them, the same number of hit points are restored to the other one. if either of the tethered creatures is reduced to 0 hit points, the spell ends on both. if the spell ends on one creature, it ends on both.",TRUE,['constitution'],FALSE,FALSE,wizard
Whirlwind,Xanathar's Guide to Everything,evocation,7th-level,FALSE,1 action,300 feet,"V, M (a piece of straw)","Concentration, up to 1 minute","a whirlwind howls down to a point on the ground you specify. the whirlwind is a 10-foot-radius, 30-foot-high cylinder centered on that point. until the spell ends, you can use your action to move the whirlwind up to 30 feet in any direction along the ground. the whirlwind sucks up any medium or smaller objects that aren’t secured to anything and that aren’t worn or carried by anyone. a creature must make a dexterity saving throw the first time on a turn that it enters the whirlwind or that the whirlwind enters its space, including when the whirlwind first appears. a creature takes 10d6 bludgeoning damage on a failed save, or half as much damage on a successful one. in addition, a large or smaller creature that fails the save must succeed on a strength saving throw or become restrained in the whirlwind until the spell ends. when a creature starts its turn restrained by the whirlwind, the creature is pulled 5 feet higher inside it, unless the creature is at the top. a restrained creature moves with the whirlwind and falls when the spell ends, unless the creature has some means to stay aloft. a restrained creature can use an action to make a strength or dexterity check against your spell save dc. if successful, the creature is no longer restrained by the whirlwind and is hurled 3d6 × 10 feet away from it in a random direction.",TRUE,"['dexterity', 'strength']",FALSE,FALSE,"druid, wizard"
Abi Dalzims Horrid Wilting,Xanathar's Guide to Everything,necromancy,8th-level,FALSE,1 action,150 feet,"V, S, M (a bit of sponge)",Instantaneous,"you draw the moisture from every creature in a 30-foot cube centered on a point you choose within range. each creature in that area must make a constitution saving throw. constructs and undead aren’t affected, and plants and water elementals make this saving throw with disadvantage. a creature takes 10d8 necrotic damage on a failed save, or half as much damage on a successful one.",TRUE,"['constitution', 'this']",FALSE,FALSE,"sorcerer, wizard"
Animal Shapes,Player's Handbook,transmutation,8th-level,FALSE,1 action,30 feet,"V, S","Concentration, up to 24 hours","your magic turns others into beasts. choose any number of willing creatures that you can see within range. you transform each target into the form of a large or smaller beast with a challenge rating of 4 or lower. on subsequent turns, you can use your actions to transform affected creatures into new forms. the transformation lasts for the duration for each target, or until the target drops to 0 hit points or dies. you can choose a different form for each target. a target’s game statistics are replaced by the statistics of the chosen beast, though the target retains its alignment and intelligence, wisdom, and charisma scores. the target assumes the hit points of its new form, and when it reverts to its normal form, it returns to the number of hit point it had before it transformed. if it reverts as a result of dropping to 0 hit points, any excess damage carries over to its normal form. as long as the excess damage doesn’t reduce the creature’s normal form to 0 hit points, it isn’t knocked unconcious. the creature is limited in the actions it can perform by the nature of its new form, and it can’t speak or cast spells. the target’s gear melds into the new form. the target can’t activate, wield, or otherwise benefit from any of its equipment.",FALSE,FALSE,FALSE,FALSE,druid
Antimagic Field,Player's Handbook,abjuration,8th-level,FALSE,1 action,Self (10-foot-radius sphere),"V, S, M (a pinch of powdered iron or iron filings)","Concentration, up to 1 hour","a 10-foot-radius invisible sphere of antimagic surrounds you. this area is divorced from the magical energy that suffuses the multiverse. within the sphere, spells can't be cast, summoned creatures disappear, and even magic items become mundane. until the spell ends, the sphere moves with you, centered on you. spells and other magical effects, except those created by an artifact or a deity, are suppressed in the sphere and can't protrude into it. a slot expended to cast a suppressed spell is consumed. while an effect is suppressed, it doesn't function, but the time it spends suppressed counts against its duration.",FALSE,FALSE,FALSE,FALSE,"cleric, wizard"
Antipathy Sympathy,Player's Handbook,enchantment,8th-level,FALSE,1 hour,60 feet,"V, S, M (either a lump of alum soaked in vinegar for the antipathy effect or a drop of honey for the sympathy effect)",10 days,"this spell attracts or repels creatures of your choice. you target something within range, either a huge or smaller object or creature or an area that is no larger than a 200-foot cube. then specify a kind of intelligent creature, such as red dragons, goblins, or vampires. you invest the target with an aura that either attracts or repels the specified creatures for the duration. choose antipathy or sympathy as the aura’s effect.",FALSE,FALSE,FALSE,FALSE,"bard (optional), druid, wizard"
Clone,Player's Handbook,necromancy,8th-level,FALSE,1 hour,Touch,"V, S, M (a diamond worth at least 1000 gp and at least 1 cubic inch of flesh of the creature that is to be cloned, which the spell consumes. A vessel worth at least 2000 gp that has a sealable lid and is large enough to hold the creature being cloned, such as a huge urn, coffin, mud-filled cyst in the ground, or crystal container filled with salt water)",Instantaneous,"this spell grows an inert duplicate of a living creature as a safeguard against death. this clone forms inside the vessel used in the spell's casting and grows to full size and maturity after 120 days; you can also choose to have the clone be a younger version of the same creature. it remains inert and endures indefinitely, as long as its vessel remains undisturbed. at any time after the clone matures, if the original creature dies, its soul transfers to the clone, provided that the soul is free and willing to return. the clone is physically identical to the original and has the same personality, memories, and abilities, but none of the original’s equipment. the original creature’s physical remains, if they still exist, become inert and can’t thereafter be restored to life, since the creature’s soul is elsewhere.",FALSE,FALSE,FALSE,FALSE,wizard
Control Weather,Player's Handbook,transmutation,8th-level,FALSE,10 minutes,Self (5-mile radius),"V, S, M (burning incense and bits of earth and wood mixed in water)","Concentration, Up to 8 hours","you take control of the weather within 5 miles of you for the duration. you must be outdoors to cast this spell. moving to a place where you don’t have a clear path to the sky ends the spell early. when you cast the spell, you change the current weather conditions, which are determined by the dm based on the climate and season. you can change precipitation, temperature, and wind. it takes 1d4 x 10 minutes for the new conditions to take effect. once they do so, you can change the conditions again. when the spell ends, the weather gradually returns to normal. when you change the weather conditions, find a current condition on the following tables and change its stage by one, up or down. when changing the wind, you can change its direction.",FALSE,FALSE,FALSE,FALSE,"cleric, druid, wizard"
Dark Star,Explorer's Guide to Wildemount,evocation,8th-level,FALSE,1 action,150 feet,"V, S, M (a shard of onyx and a drop of the caster's blood, both of which the spell consumes)","Concentration, up to 1 minute","this spell creates a sphere centered on a point you choose within range. the sphere can have a radius of up to 40 feet. the area within this sphere is filled with magical darkness and crushing gravitational force. for the duration, the spell's area is difficult terrain. a creature with darkvision can't see through the magical darkness, and nonmagical light can't illuminate it. no sound can be created within or pass through the area. any creature or object entirely inside the sphere is immune to thunder damage, and creatures are deafened while entirely inside it. casting a spell that includes a verbal component is impossible there. any creature that enters the spell's area for the first time on a turn or starts its turn there must make a constitution saving throw. the creature takes 8d10 force damage on a failed save or half as much damage on a successful save. a creature reduced to 0 hit points by this damage is disintegrated. a disintegrated creature and everything it is wearing and carrying, except magic items, are reduced to a pile of fine gray dust.",TRUE,['constitution'],FALSE,FALSE,wizard
Demiplane,Player's Handbook,conjuration,8th-level,FALSE,1 action,60 feet,S,1 hour,"you create a shadowy door on a flat solid surface that you can see within range. the door is large enough to allow medium creatures to pass through unhindered. when opened, the door leads to a demiplane that appears to be an empty room 30 feet in each dimension, made of wood or stone. when the spell ends, the door disappears, and any creatures or objects inside the demiplane remain trapped there, as the door also disappears from the other side. each time you cast this spell, you can create a new demiplane, or have the shadowy door connect to a demiplane you created with a previous casting of this spell. additionally, if you know the nature and contents of a demiplane created by a casting of this spell by another creature, you can have the shadowy door connect to its demiplane instead.",FALSE,FALSE,FALSE,FALSE,"sorcerer (optional), warlock, wizard"
Dominate Monster,Player's Handbook,enchantment,8th-level,FALSE,1 action,60 feet,"V, S","Concentration, up to 1 hour","you attempt to beguile a creature that you can see within range. it must succeed on a wisdom saving throw or be charmed by you for the duration. if you or creatures that are friendly to you are fighting it, it has advantage on the saving throw. while the creature is charmed, you have a telepathic link with it as long as the two of you are on the same plane of existence. you can use this telepathic link to issue commands to the creature while you are conscious (no action required), which it does its best to obey. you can specify a simple and general course of action, such as ""attack that creature,"" ""run over there,"" or ""fetch that object."" if the creature completes the order and doesn’t receive further direction from you, it defends and preserves itself to the best of its ability. you can use your action to take total and precise control of the target. until the end of your next turn, the creature takes only the actions you choose, and doesn’t do anything that you don’t allow it to do. during this time, you can also cause the creature to use a reaction, but this requires you to use your own reaction as well. each time the target takes damage, it makes a new wisdom saving throw against the spell. if the saving throw succeeds, the spell ends. at higher levels. when you cast this spell with a 9th-level spell slot, the duration is concentration, up to 8 hours.",TRUE,"['wisdom', 'the', 'wisdom', 'the']",FALSE,FALSE,"bard, sorcerer, warlock, wizard"
Earthquake,Player's Handbook,evocation,8th-level,FALSE,1 action,500 feet,"V, S, M (a pinch of dirt, a piece of rock, and a lump of clay)","Concentration, up to 1 minute","you create a seismic disturbance at a point on the ground that you can see within range. for the duration, an intense tremor rips through the ground in a 100-foot-radius circle centered on that point and shakes creatures and structures in contact with the ground in that area. the ground in the area becomes difficult terrain. each creature on the ground that is concentrating must make a constitution saving throw. on a failed save, the creature’s concentration is broken. when you cast this spell and at the end of each turn you spend concentrating on it, each creature on the ground in the area must make a dexterity saving throw. on a failed save, the creature is knocked prone. this spell can have additional effects depending on the terrain in the area, as determined by the dm.",TRUE,"['constitution', 'dexterity']",FALSE,FALSE,"cleric, druid, sorcerer"
Feeblemind,Player's Handbook,enchantment,8th-level,FALSE,1 action,150 feet,"V, S, M (a handful of clay, crystal, glass, or mineral spheres)",Instantaneous,"you blast the mind of a creature that you can see within range, attempting to shatter its intellect and personality. the target takes 4d6 psychic damage and must make an intelligence saving throw. on a failed save, the creature’s intelligence and charisma scores become 1. the creature can’t cast spells, activate magic items, understand language, or communicate in any intelligible way. the creature can, however, identify its friends, follow them, and even protect them. at the end of every 30 days, the creature can repeat its saving throw against this spell. if it succeeds on its saving throw, the spell ends. the spell can also be ended by greater restoration, heal, or wish.",TRUE,"['intelligence', 'its', 'its']",FALSE,FALSE,"bard, druid, warlock, wizard"
Glibness,Player's Handbook,transmutation,8th-level,FALSE,1 action,Self,V,1 hour,"until the spell ends, when you make a charisma check, you can replace the number you roll with a 15. additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful.",FALSE,FALSE,FALSE,FALSE,"bard, warlock"
Holy Aura,Player's Handbook,abjuration,8th-level,FALSE,1 action,Self,"V, S, M (a tiny reliquary worth at least 1,000 gp containing a sacred relic, such as a scrap of cloth from a saint’s robe or a piece of parchment from a religious text)","Concentration, up to 1 minute","divine light washes out from you and coalesces in a soft radiance in a 30-foot radius around you. creatures of your choice in that radius when you cast this spell shed dim light in a 5-foot radius and have advantage on all saving throws, and other creatures have disadvantage on attack rolls against them until the spell ends. in addition, when a fiend or an undead hits an affected creature with a melee attack, the aura flashes with brilliant light. the attacker must succeed on a constitution saving throw or be blinded until the spell ends.",TRUE,"['all', 'constitution']",FALSE,FALSE,cleric
Illusory Dragon,Xanathar's Guide to Everything,illusion,8th-level,FALSE,1 action,120 feet,S,"Concentration, up to 1 minute","by gathering threads of shadow material from the shadowfell, you create a huge shadowy dragon in an unoccupied space that you can see within range. the illusion lasts for the spell’s duration and occupies its space, as if it were a creature. when the illusion appears, any of your enemies that can see it must succeed on a wisdom saving throw or become frightened of it for 1 minute. if a frightened creature ends its turn in a location where it doesn’t have line of sight to the illusion, it can repeat the saving throw, ending the effect on itself on a success. as a bonus action on your turn, you can move the illusion up to 60 feet. at any point during its movement, you can cause it to exhale a blast of energy in a 60-foot cone originating from its space. when you create the dragon, choose a damage type: acid, cold, fire, lightning, necrotic, or poison. each creature in the cone must make an intelligence saving throw, taking 7d6 damage of the chosen damage type on a failed save, or half as much damage on a successful one. the illusion is tangible because of the shadow stuff used to create it, but attacks miss it automatically. it succeeds on all saving throws, and it is immune to all damage and conditions. a creature that uses an action to examine the dragon can determine that it is an illusion by succeeding on an intelligence (investigation) check against your spell save dc. if a creature discerns the illusion for what it is, the creature can see through it and has advantage on saving throws against its breath.",TRUE,"['wisdom', 'the', 'intelligence', 'all', 'on']",FALSE,FALSE,wizard
Incendiary Cloud,Player's Handbook,conjuration,8th-level,FALSE,1 action,150 feet,"V, S","Concentration, up to 1 minute","a swirling cloud of smoke shot through with white-hot embers appears in a 20-foot-radius sphere centered on a point within range. the cloud spreads around corners and is heavily obscured. it lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it. when the cloud appears, each creature in it must make a dexterity saving throw. a creature takes 10d8 fire damage on a failed save, or half as much damage on a successful one. a creature must also make this saving throw when it enters the spell’s area for the first time on a turn or ends its turn there. the cloud moves 10 feet directly away from you in a direction that you choose at the start of each of your turns.",TRUE,"['dexterity', 'this']",FALSE,FALSE,"druid (optional), sorcerer, wizard"
Maddening Darkness,Xanathar's Guide to Everything,evocation,8th-level,FALSE,1 action,150 feet,"V, M (a drop of pitch mixed with a drop of mercury)","Concentration, up to 10 minutes","magical darkness spreads from a point you choose within range to fill a 60-foot-radius sphere until the spell ends. the darkness spreads around corners. a creature with darkvision can’t see through this darkness. nonmagical light, as well as light created by spells of 8th level or lower, can't illuminate the area. shrieks, gibbering, and mad laughter can be heard within the sphere. whenever a creature starts its turn in the sphere, it must make a wisdom saving throw, taking 8d8 psychic damage on a failed save, or half as much damage on a successful one.",TRUE,['wisdom'],FALSE,FALSE,"warlock, wizard"
Maze,Player's Handbook,conjuration,8th-level,FALSE,1 action,60 feet,"V, S","Concentration, up to 10 minutes","you banish a creature that you can see within range into a labyrinthine demiplane. the target remains there for the duration or until it escapes the maze. the target can use its action to attempt to escape. when it does so, it makes a dc 20 intelligence check. if it succeeds, it escapes, and the spell ends (a minotaur or goristro demon automatically succeeds). when the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space.",FALSE,FALSE,FALSE,FALSE,wizard
Mighty Fortress,Xanathar's Guide to Everything,conjuration,8th-level,FALSE,1 minute,1 mile,"V, S, M (a diamond worth at least 500 gp, which the spell consumes)",Instantaneous,"a fortress of stone erupts from a square area of ground of your choice that you can see within range. the area is 120 feet on each side, and it must not have any buildings or other structures on it. any creatures in the area are harmlessly lifted up as the fortress rises. the fortress has four turrets with square bases, each one 20 feet on a side and 30 feet tall, with one turret on each corner. the turrets are connected to each other by stone walls that are each 80 feet long, creating an enclosed area. each wall is 1 foot thick and is composed of panels that are 10 feet wide and 20 feet tall. each panel is contiguous with two other panels or one other panel and a turret. you can place up to four stone doors in the fortress’s outer wall. a small keep stands inside the enclosed area. the keep has a square base that is 50 feet on each side, and it has three floors with 10-foot-high ceilings. each of the floors can be divided into as many rooms as you like, provided each room is at least 5 feet on each side. the floors of the keep are connected by stone staircases, its walls are 6 inches thick, and interior rooms can have stone doors or open archways as you choose. the keep is furnished and decorated however you like, and it contains sufficient food to serve a nine-course banquet for up to 100 people each day. furnishings, food, and other objects created by this spell crumble to dust if removed from the fortress. a staff of one hundred invisible servants obeys any command given to them by creatures you designate when you cast the spell. each servant functions as if created by the unseen servant spell. the walls, turrets, and keep are all made of stone that can be damaged. each 10-foot by 10-foot section of stone has ac 15 and 30 hit points per inch of thickness. it is immune to poison and psychic damage. reducing a section of stone to 0 hit points destroys it and might cause connected sections to buckle and collapse at the dm’s discretion. after 7 days or when you cast this spell somewhere else, the fortress harmlessly crumbles and sinks back into the ground, leaving any creatures that were inside it safely on the ground. casting this spell on the same spot once every 7 days for a year makes the fortress permanent.",FALSE,FALSE,FALSE,FALSE,wizard
Mind Blank,Player's Handbook,abjuration,8th-level,FALSE,1 action,Touch,"V, S",24 hours,"until the spell ends, one willing creature you touch is immune to psychic damage, any effect that would sense its emotions or read its thoughts, divination spells, and the charmed condition. the spell even foils wish spells and spells or effects of similar power used to affect the target's mind or to gain information about the target.",FALSE,FALSE,FALSE,FALSE,"bard, wizard"
Power Word Stun,Player's Handbook,enchantment,8th-level,FALSE,1 action,60 feet,"V, S",Instantaneous,"you speak a word of power that can overwhelm the mind of one creature you can see within range, leaving it dumbfounded. if the target has 150 hit points or fewer, it is stunned. otherwise, the spell has no effect. the stunned target must make a constitution saving throw at the end of each of its turns. on a successful save, this stunning effect ends.",TRUE,['constitution'],FALSE,FALSE,"bard, sorcerer, warlock, wizard"
Reality Break,Explorer's Guide to Wildemount,conjuration,8th-level,FALSE,1 action,60 feet,"V, S, M (a crystal prism)","Concentration, up to 1 minute","you shatter the barriers between realities and timelines, thrusting a creature into turmoil and madness. the target must succeed on a wisdom saving throw, or it can't take reactions until the spell ends. the affected target must also roll a d10 at the start of each of its turns; the number rolled determines what happens to the target as shown on the reality break effects table. at the end of each of its turns, the affected target can repeat the wisdom saving throw, ending the spell on itself on a success reality break effects",TRUE,"['wisdom', 'wisdom']",FALSE,FALSE,wizard
Sunburst,Player's Handbook,evocation,8th-level,FALSE,1 action,150 feet,"V, S, M (fire and a piece of sunstone)",Instantaneous,"brilliant sunlight flashes in a 60-foot radius centered on a point you choose within range. each creature in that light must make a constitution saving throw. on a failed save, a creature takes 12d6 radiant damage and is blinded for 1 minute. on a successful save, it takes half as much damage and isn’t blinded by this spell. undead and oozes have disadvantage on this saving throw. a creature blinded by this spell makes another constitution saving throw at the end of each of its turns. on a successful save, it is no longer blinded. this spell dispels any darkness in its area that was created by a spell.",TRUE,"['constitution', 'this', 'constitution']",FALSE,FALSE,"cleric (optional), druid, sorcerer, wizard"
Telepathy,Player's Handbook,evocation,8th-level,FALSE,1 action,Unlimited,"V, S, M (a pair of linked silver rings)",24 hours,"you create a telepathic link between yourself and a willing creature with which you are familiar. the creature can be anywhere on the same plane of existence as you. the spell ends if you or the target are no longer on the same plane. until the spell ends, you and the target can instantaneously share words, images, sounds, and other sensory messages with one another through the link, and the target recognizes you as the creature it is communicating with. the spell enables a creature with an intelligence score of at least 1 to understand the meaning of your words and take in the scope of any sensory messages you send to it.",FALSE,FALSE,FALSE,FALSE,wizard
Tsunami,Player's Handbook,conjuration,8th-level,FALSE,1 minute,Sight,"V, S","Concentration, up to 6 rounds","a wall of water springs into existence at a point you choose within range. you can make the wall up to 300 feet long, 300 feet high, and 50 feet thick. the wall lasts for the duration. when the wall appears, each creature within its area must make a strength saving throw. on a failed save, a creature takes 6d10 bludgeoning damage, or half as much damage on a successful save. at the start of each of your turns after the wall appears, the wall, along with any creatures in it, moves 50 feet away from you. any huge or smaller creature inside the wall or whose space the wall enters when it moves must succeed on a strength saving throw or take 5d10 bludgeoning damage. a creature can take this damage only once per round. at the end of the turn, the wall’s height is reduced by 50 feet, and the damage creatures take from the spell on subsequent rounds is reduced by 1d10. when the wall reaches 0 feet in height, the spell ends. a creature caught in the wall can move by swimming. because of the force of the wave, though, the creature must make a successful strength (athletics) check against your spell save dc in order to move at all. if it fails the check, it can’t move. a creature that moves out of the area falls to the ground.",TRUE,"['strength', 'strength']",FALSE,FALSE,druid
Astral Projection,Player's Handbook,necromancy,9th-level,FALSE,1 hour,10 feet,"V, S, M (for each creature you affect with this spell, you must provide one jacinth worth at least 1,000 gp and one ornately carved bar of silver worth at least 100 gp, all of which the spell consumes)",Special,"you and up to eight willing creatures within range project your astral bodies into the astral plane (the spell fails and the casting is wasted if you are already on that plane). the material body you leave behind is unconscious and in a state of suspended animation; it doesn’t need food or air and doesn’t age. your astral body resembles your mortal form in almost every way, replicating your game statistics and possessions. the principal difference is the addition of a silvery cord that extends from between your shoulder blades and trails behind you, fading to invisibility after 1 foot. this cord is your tether to your material body. as long as the tether remains intact, you can find your way home. if the cord is cut—something that can happen only when an effect specifically states that it does—your soul and body are separated, killing you instantly. your astral form can freely travel through the astral plane and can pass through portals there leading to any other plane. if you enter a new plane or return to the plane you were on when casting this spell, your body and possessions are transported along the silver cord, allowing you to re-enter your body as you enter the new plane. your astral form is a separate incarnation. any damage or other effects that apply to it have no effect on your physical body, nor do they persist when you return to it. the spell ends for you and your companions when you use your action to dismiss it. when the spell ends, the affected creature returns to its physical body, and it awakens. the spell might also end early for you or one of your companions. a successful dispel magic spell used against an astral or physical body ends the spell for that creature. if a creature’s original body or its astral form drops to 0 hit points, the spell ends for that creature. if the spell ends and the silver cord is intact, the cord pulls the creature’s astral form back to its body, ending its state of suspended animation. if you are returned to your body prematurely, your companions remain in their astral forms and must find their own way back to their bodies, usually by dropping to 0 hit points.",FALSE,FALSE,FALSE,FALSE,"cleric, warlock, wizard"
Blade Of Disaster,Tasha's Cauldron of Everything,conjuration,9th-level,FALSE,1 bonus action,60 feet,"V, S","Concentration, up to 1 minute","you create a blade-shaped planar rift about 3 feet long in an unoccupied space you can see within range. the blade lasts for the duration. when you cast this spell, you can make up to two melee spell attacks with the blade, each one against a creature, loose object, or structure within 5 feet of the blade. on a hit, the target takes 4d12 force damage. this attack scores a critical hit if the number on the d20 is 18 or higher. on a critical hit, the blade deals an extra 8d12 force damage (for a total of 12d12 force damage). as a bonus action on your turn, you can move the blade up to 30 feet to an unoccupied space you can see and then make up to two melee spell attacks with it again. the blade can harmlessly pass through any barrier, including a wall of force.",FALSE,FALSE,TRUE,FALSE,"sorcerer (optional), warlock (optional), wizard (optional)"
Foresight,Player's Handbook,divination,9th-level,FALSE,1 minute,Touch,"V, S, M (a hummingbird feather)",8 hours,"you touch a willing creature and bestow a limited ability to see into the immediate future. for the duration, the target can’t be surprised and has advantage on attack rolls, ability checks, and saving throws. additionally, other creatures have disadvantage on attack rolls against the target for the duration. this spell immediately ends if you cast it again before its duration ends.",TRUE,['and'],FALSE,FALSE,"bard, druid, warlock, wizard"
Gate,Player's Handbook,conjuration,9th-level,FALSE,1 action,60 feet,"V, S, M (a diamond worth at least 5,000 gp)","Concentration, up to 1 minute","you conjure a portal linking an unoccupied space you can see within range to a precise location on a different plane of existence. the portal is a circular opening, which you can make 5 to 20 feet in diameter. you can orient the portal in any direction you choose. the portal lasts for the duration. the portal has a front and a back on each plane where it appears. travel through the portal is possible only by moving through its front. anything that does so is instantly transported to the other plane, appearing in the unoccupied space nearest to the portal. deities and other planar rulers can prevent portals created by this spell from opening in their presence or anywhere within their domains. when you cast this spell, you can speak the name of a specific creature (a pseudonym, title, or nickname doesn’t work). if that creature is on a plane other than the one you are on, the portal opens in the named creature’s immediate vicinity and draws the creature through it to the nearest unoccupied space on your side of the portal. you gain no special power over the creature, and it is free to act as the dm deems appropriate. it might leave, attack you, or help you.",FALSE,FALSE,FALSE,FALSE,"cleric, sorcerer, warlock (optional), wizard"
Imprisonment,Player's Handbook,abjuration,9th-level,FALSE,1 minute,30 feet,"V, S, M (a vellum depiction or a carved statuette in the likeness of the target, and a special component that varies according to the version of the spell you choose, worth at least 500 gp per Hit Die of the target)",Until dispelled,"you create a magical restraint to hold a creature that you can see within range. the target must succeed on a wisdom saving throw or be bound by the spell; if it succeeds, it is immune to this spell if you cast it again. while affected by this spell, the creature doesn't need to breathe, eat, or drink, and it doesn’t age. divination spells can’t locate or perceive the target. during the casting of the spell, in any of its versions, you can specify a condition that will cause the spell to end and release the target. the condition can be as specific or as elaborate as you choose, but the dm must agree that the condition is reasonable and has a likelihood of coming to pass. the conditions can be based on a creature’s name, identity, or deity but otherwise must be based on observable actions or qualities and not based on intangibles such as level, class, or hit points. a dispel magic spell can end the spell only if it is cast as a 9th-level spell, targeting either the prison or the special component used to create it. you can use a particular special component to create only one prison at a time. if you cast the spell again using the same component, the target of the first casting is immediately freed from its binding. when you cast the spell, you choose one of the following forms of imprisonment.",TRUE,['wisdom'],FALSE,FALSE,"warlock, wizard"
Invulnerability,Xanathar's Guide to Everything,abjuration,9th-level,FALSE,1 action,Self,"V, S, M (a small piece of adamantine worth at least 500 gp, which the spell consumes)","Concentration, up to 10 minutes",you are immune to all damage until the spell ends.,FALSE,FALSE,FALSE,FALSE,wizard
